"日期","收盘","开盘","高","低","涨跌幅"
"2020年12月8日","0.204","0.204","0.204","0.204","0.00%"
"2020年12月7日","0.204","0.204","0.204","0.204","-0.49%"
"2020年12月4日","0.205","0.205","0.205","0.205","0.49%"
"2020年12月3日","0.204","0.204","0.204","0.204","0.99%"
"2020年12月2日","0.202","0.202","0.202","0.202","0.50%"
"2020年12月1日","0.201","0.201","0.201","0.201","-0.50%"
"2020年11月30日","0.202","0.202","0.202","0.202","-0.98%"
"2020年11月27日","0.204","0.204","0.204","0.204","-0.49%"
"2020年11月26日","0.205","0.205","0.205","0.205","0.00%"
"2020年11月25日","0.205","0.205","0.205","0.205","1.49%"
"2020年11月24日","0.202","0.202","0.202","0.202","4.12%"
"2020年11月23日","0.194","0.194","0.194","0.194","0.52%"
"2020年11月20日","0.193","0.193","0.193","0.193","1.05%"
"2020年11月19日","0.191","0.191","0.191","0.191","0.00%"
"2020年11月18日","0.191","0.191","0.191","0.191","0.00%"
"2020年11月17日","0.191","0.191","0.191","0.191","0.00%"
"2020年11月16日","0.191","0.191","0.191","0.191","1.60%"
"2020年11月13日","0.188","0.188","0.188","0.188","-1.57%"
"2020年11月12日","0.191","0.191","0.191","0.191","-0.52%"
"2020年11月11日","0.192","0.192","0.192","0.192","0.52%"
"2020年11月10日","0.191","0.191","0.191","0.191","2.14%"
"2020年11月9日","0.187","0.187","0.187","0.187","5.06%"
"2020年11月6日","0.178","0.178","0.178","0.178","-3.26%"
"2020年11月5日","0.184","0.184","0.184","0.184","-0.54%"
"2020年11月4日","0.185","0.185","0.185","0.185","2.21%"
"2020年11月3日","0.181","0.181","0.181","0.181","1.12%"
"2020年11月2日","0.179","0.179","0.179","0.179","2.87%"
"2020年10月30日","0.174","0.174","0.174","0.174","-0.57%"
"2020年10月29日","0.175","0.175","0.175","0.175","-2.23%"
"2020年10月28日","0.179","0.179","0.179","0.179","-3.76%"
"2020年10月27日","0.186","0.186","0.186","0.186","1.64%"
"2020年10月26日","0.183","0.183","0.183","0.183","-2.14%"
"2020年10月23日","0.187","0.187","0.187","0.187","-1.58%"
"2020年10月22日","0.190","0.190","0.190","0.190","1.06%"
"2020年10月21日","0.188","0.188","0.188","0.188","-3.09%"
"2020年10月20日","0.194","0.194","0.194","0.194","1.57%"
"2020年10月19日","0.191","0.191","0.191","0.191","-1.04%"
"2020年10月16日","0.193","0.193","0.193","0.193","-0.52%"
"2020年10月15日","0.194","0.194","0.194","0.194","-0.51%"
"2020年10月14日","0.195","0.195","0.195","0.195","1.56%"
"2020年10月13日","0.192","0.192","0.192","0.192","1.59%"
"2020年10月12日","0.189","0.189","0.189","0.189","-2.58%"
"2020年10月9日","0.194","0.194","0.194","0.194","2.11%"
"2020年10月8日","0.190","0.190","0.190","0.190","0.00%"
"2020年10月7日","0.190","0.190","0.190","0.190","0.00%"
"2020年10月6日","0.190","0.190","0.190","0.190","0.00%"
"2020年10月5日","0.190","0.190","0.190","0.190","0.00%"
"2020年10月2日","0.190","0.190","0.190","0.190","0.00%"
"2020年10月1日","0.190","0.190","0.190","0.190","-1.55%"
"2020年9月30日","0.193","0.193","0.193","0.193","1.58%"
"2020年9月29日","0.190","0.190","0.190","0.190","-3.06%"
"2020年9月28日","0.196","0.196","0.196","0.196","1.03%"
"2020年9月25日","0.194","0.194","0.194","0.194","0.00%"
"2020年9月24日","0.194","0.194","0.194","0.194","1.04%"
"2020年9月23日","0.192","0.192","0.192","0.192","0.00%"
"2020年9月22日","0.192","0.192","0.192","0.192","0.00%"
"2020年9月21日","0.192","0.192","0.192","0.192","-2.54%"
"2020年9月18日","0.197","0.197","0.197","0.197","-0.51%"
"2020年9月17日","0.198","0.198","0.198","0.198","1.54%"
"2020年9月16日","0.195","0.195","0.195","0.195","3.17%"
"2020年9月15日","0.189","0.189","0.189","0.189","1.61%"
"2020年9月14日","0.186","0.186","0.186","0.186","-0.53%"
"2020年9月11日","0.187","0.187","0.187","0.187","0.54%"
"2020年9月10日","0.186","0.186","0.186","0.186","-1.59%"
"2020年9月9日","0.189","0.189","0.189","0.189","1.61%"
"2020年9月8日","0.186","0.186","0.186","0.186","-5.10%"
"2020年9月7日","0.196","0.196","0.196","0.196","0.00%"
"2020年9月4日","0.196","0.196","0.196","0.196","-3.45%"
"2020年9月3日","0.203","0.203","0.203","0.203","-0.49%"
"2020年9月2日","0.204","0.204","0.204","0.204","-2.86%"
"2020年9月1日","0.210","0.210","0.210","0.210","0.48%"
"2020年8月31日","0.209","0.209","0.209","0.209","-0.95%"
"2020年8月28日","0.211","0.211","0.211","0.211","0.00%"
"2020年8月27日","0.211","0.211","0.211","0.211","-0.94%"
"2020年8月26日","0.213","0.213","0.213","0.213","0.00%"
"2020年8月25日","0.213","0.213","0.213","0.213","1.43%"
"2020年8月24日","0.210","0.210","0.210","0.210","0.96%"
"2020年8月21日","0.208","0.208","0.208","0.208","-1.42%"
"2020年8月20日","0.211","0.211","0.211","0.211","-0.47%"
"2020年8月19日","0.212","0.212","0.212","0.212","0.00%"
"2020年8月18日","0.212","0.212","0.212","0.212","-0.47%"
"2020年8月17日","0.213","0.213","0.213","0.213","1.43%"
"2020年8月14日","0.210","0.210","0.210","0.210","-0.47%"
"2020年8月13日","0.211","0.211","0.211","0.211","-0.47%"
"2020年8月12日","0.212","0.212","0.212","0.212","1.92%"
"2020年8月11日","0.208","0.208","0.208","0.208","-0.95%"
"2020年8月10日","0.210","0.210","0.210","0.210","0.96%"
"2020年8月7日","0.208","0.208","0.208","0.208","-0.95%"
"2020年8月6日","0.210","0.210","0.210","0.210","-0.47%"
"2020年8月5日","0.211","0.211","0.211","0.211","1.44%"
"2020年8月4日","0.208","0.208","0.208","0.208","0.97%"
"2020年8月3日","0.206","0.206","0.206","0.206","0.98%"
"2020年7月31日","0.204","0.204","0.204","0.204","0.49%"
"2020年7月30日","0.203","0.203","0.203","0.203","-1.93%"
"2020年7月29日","0.207","0.207","0.207","0.207","0.49%"
"2020年7月28日","0.206","0.206","0.206","0.206","-0.96%"
"2020年7月27日","0.208","0.208","0.208","0.208","0.97%"
"2020年7月24日","0.206","0.206","0.206","0.206","0.00%"
"2020年7月23日","0.206","0.206","0.206","0.206","-0.96%"
"2020年7月22日","0.208","0.208","0.208","0.208","0.00%"
"2020年7月21日","0.208","0.208","0.208","0.208","1.96%"
"2020年7月20日","0.204","0.204","0.204","0.204","-0.49%"
"2020年7月17日","0.205","0.205","0.205","0.205","0.00%"
"2020年7月16日","0.205","0.205","0.205","0.205","-0.49%"
"2020年7月15日","0.206","0.206","0.206","0.206","1.48%"
"2020年7月14日","0.203","0.203","0.203","0.203","1.00%"
"2020年7月13日","0.201","0.201","0.201","0.201","-1.47%"
"2020年7月10日","0.204","0.204","0.204","0.204","1.49%"
"2020年7月9日","0.201","0.201","0.201","0.201","-2.43%"
"2020年7月8日","0.206","0.206","0.206","0.206","0.98%"
"2020年7月7日","0.204","0.204","0.204","0.204","-0.49%"
"2020年7月6日","0.205","0.205","0.205","0.205","0.49%"
"2020年7月3日","0.204","0.204","0.204","0.204","0.00%"
"2020年7月2日","0.204","0.204","0.204","0.204","0.99%"
"2020年7月1日","0.202","0.202","0.202","0.202","1.00%"
"2020年6月30日","0.200","0.200","0.200","0.200","-0.50%"
"2020年6月29日","0.201","0.201","0.201","0.201","-1.47%"
"2020年6月26日","0.204","0.204","0.204","0.204","0.00%"
"2020年6月25日","0.204","0.204","0.204","0.204","4.62%"
"2020年6月24日","0.195","0.195","0.195","0.195","-4.41%"
"2020年6月23日","0.204","0.204","0.204","0.204","-0.97%"
"2020年6月22日","0.206","0.206","0.206","0.206","1.98%"
"2020年6月19日","0.202","0.202","0.202","0.202","1.00%"
"2020年6月18日","0.200","0.200","0.200","0.200","2.04%"
"2020年6月17日","0.196","0.196","0.196","0.196","-1.01%"
"2020年6月16日","0.198","0.198","0.198","0.198","2.59%"
"2020年6月15日","0.193","0.193","0.193","0.193","1.58%"
"2020年6月12日","0.190","0.190","0.190","0.190","1.06%"
"2020年6月11日","0.188","0.188","0.188","0.188","-6.00%"
"2020年6月10日","0.200","0.200","0.200","0.200","0.00%"
"2020年6月9日","0.200","0.200","0.200","0.200","0.50%"
"2020年6月8日","0.199","0.199","0.199","0.199","-2.45%"
"2020年6月5日","0.204","0.204","0.204","0.204","4.08%"
"2020年6月4日","0.196","0.196","0.196","0.196","1.03%"
"2020年6月3日","0.194","0.194","0.194","0.194","-0.51%"
"2020年6月2日","0.195","0.195","0.195","0.195","2.09%"
"2020年6月1日","0.191","0.191","0.191","0.191","1.60%"
"2020年5月29日","0.188","0.188","0.188","0.188","2.73%"
"2020年5月28日","0.183","0.183","0.183","0.183","0.55%"
"2020年5月27日","0.182","0.182","0.182","0.182","-2.15%"
"2020年5月26日","0.186","0.186","0.186","0.186","1.09%"
"2020年5月25日","0.184","0.184","0.184","0.184","0.00%"
"2020年5月22日","0.184","0.184","0.184","0.184","-1.08%"
"2020年5月21日","0.186","0.186","0.186","0.186","1.09%"
"2020年5月20日","0.184","0.184","0.184","0.184","2.22%"
"2020年5月19日","0.180","0.180","0.180","0.180","-0.55%"
"2020年5月18日","0.181","0.181","0.181","0.181","5.23%"
"2020年5月15日","0.172","0.172","0.172","0.172","2.38%"
"2020年5月14日","0.168","0.168","0.168","0.168","3.07%"
"2020年5月13日","0.163","0.163","0.163","0.163","-1.21%"
"2020年5月12日","0.165","0.165","0.165","0.165","-0.60%"
"2020年5月11日","0.166","0.166","0.166","0.166","-1.19%"
"2020年5月8日","0.168","0.168","0.168","0.168","3.07%"
"2020年5月7日","0.163","0.163","0.163","0.163","-1.21%"
"2020年5月6日","0.165","0.165","0.165","0.165","8.55%"
"2020年5月5日","0.152","0.152","0.152","0.152","0.00%"
"2020年5月4日","0.152","0.152","0.152","0.152","0.00%"
"2020年5月1日","0.152","0.152","0.152","0.152","-3.80%"
"2020年4月30日","0.158","0.158","0.158","0.158","3.95%"
"2020年4月29日","0.152","0.152","0.152","0.152","2.01%"
"2020年4月28日","0.149","0.149","0.149","0.149","-0.67%"
"2020年4月27日","0.150","0.150","0.150","0.150","-5.66%"
"2020年4月24日","0.159","0.159","0.159","0.159","-1.24%"
"2020年4月23日","0.161","0.161","0.161","0.161","1.90%"
"2020年4月22日","0.158","0.158","0.158","0.158","0.00%"
"2020年4月21日","0.158","0.158","0.158","0.158","-17.71%"
"2020年4月20日","0.192","0.192","0.192","0.192","-5.42%"
"2020年4月17日","0.203","0.203","0.203","0.203","-1.46%"
"2020年4月16日","0.206","0.206","0.206","0.206","0.00%"
"2020年4月15日","0.206","0.206","0.206","0.206","-4.63%"
"2020年4月14日","0.216","0.216","0.216","0.216","-3.14%"
"2020年4月13日","0.223","0.223","0.223","0.223","0.45%"
"2020年4月10日","0.222","0.222","0.222","0.222","-0.45%"
"2020年4月9日","0.223","0.223","0.223","0.223","-5.11%"
"2020年4月8日","0.235","0.235","0.235","0.235","3.07%"
"2020年4月7日","0.228","0.228","0.228","0.228","0.44%"
"2020年4月6日","0.227","0.227","0.227","0.227","-10.63%"
"2020年4月3日","0.254","0.254","0.254","0.254","11.89%"
"2020年4月2日","0.227","0.227","0.227","0.227","11.82%"
"2020年4月1日","0.203","0.203","0.203","0.203","1.00%"
"2020年3月31日","0.201","0.201","0.201","0.201","0.00%"
"2020年3月30日","0.201","0.201","0.201","0.201","-3.37%"
"2020年3月27日","0.208","0.208","0.208","0.208","-4.59%"
"2020年3月26日","0.218","0.218","0.218","0.218","-3.54%"
"2020年3月25日","0.226","0.226","0.226","0.226","1.35%"
"2020年3月24日","0.223","0.223","0.223","0.223","0.90%"
"2020年3月23日","0.221","0.221","0.221","0.221","-0.90%"
"2020年3月20日","0.223","0.223","0.223","0.223","-4.29%"
"2020年3月19日","0.233","0.233","0.233","0.233","7.87%"
"2020年3月18日","0.216","0.216","0.216","0.216","-13.25%"
"2020年3月17日","0.249","0.249","0.249","0.249","-4.23%"
"2020年3月16日","0.260","0.260","0.260","0.260","-8.77%"
"2020年3月13日","0.285","0.285","0.285","0.285","4.01%"
"2020年3月12日","0.274","0.274","0.274","0.274","-3.86%"
"2020年3月11日","0.285","0.285","0.285","0.285","-3.06%"
"2020年3月10日","0.294","0.294","0.294","0.294","5.76%"
"2020年3月9日","0.278","0.278","0.278","0.278","-20.34%"
"2020年3月6日","0.349","0.349","0.349","0.349","-8.16%"
"2020年3月5日","0.380","0.380","0.380","0.380","-2.56%"
"2020年3月4日","0.390","0.390","0.390","0.390","-0.26%"
"2020年3月3日","0.391","0.391","0.391","0.391","-0.76%"
"2020年3月2日","0.394","0.394","0.394","0.394","3.68%"
"2020年2月28日","0.380","0.380","0.380","0.380","-3.06%"
"2020年2月27日","0.392","0.392","0.392","0.392","-3.45%"
"2020年2月26日","0.406","0.406","0.406","0.406","-1.93%"
"2020年2月25日","0.414","0.414","0.414","0.414","-3.04%"
"2020年2月24日","0.427","0.427","0.427","0.427","-3.61%"
"2020年2月21日","0.443","0.443","0.443","0.443","-0.89%"
"2020年2月20日","0.447","0.447","0.447","0.447","0.68%"
"2020年2月19日","0.444","0.444","0.444","0.444","2.30%"
"2020年2月18日","0.434","0.434","0.434","0.434","0.23%"
"2020年2月17日","0.433","0.433","0.433","0.433","-0.23%"
"2020年2月14日","0.434","0.434","0.434","0.434","1.17%"
"2020年2月13日","0.429","0.429","0.429","0.429","0.23%"
"2020年2月12日","0.428","0.428","0.428","0.428","2.15%"
"2020年2月11日","0.419","0.419","0.419","0.419","0.96%"
"2020年2月10日","0.415","0.415","0.415","0.415","-1.43%"
"2020年2月7日","0.421","0.421","0.421","0.421","-1.17%"
"2020年2月6日","0.426","0.426","0.426","0.426","0.24%"
"2020年2月5日","0.425","0.425","0.425","0.425","2.41%"
"2020年2月4日","0.415","0.415","0.415","0.415","0.00%"
"2020年2月3日","0.415","0.415","0.415","0.415","-10.56%"
"2020年1月31日","0.464","0.464","0.464","0.464","0.00%"
"2020年1月30日","0.464","0.464","0.464","0.464","0.00%"
"2020年1月29日","0.464","0.464","0.464","0.464","0.00%"
"2020年1月28日","0.464","0.464","0.464","0.464","0.00%"
"2020年1月27日","0.464","0.464","0.464","0.464","0.00%"
"2020年1月24日","0.464","0.464","0.464","0.464","1.98%"
"2020年1月23日","0.455","0.455","0.455","0.455","-1.94%"
"2020年1月22日","0.464","0.464","0.464","0.464","-2.11%"
"2020年1月21日","0.474","0.474","0.474","0.474","-0.84%"
"2020年1月20日","0.478","0.478","0.478","0.478","-0.21%"
"2020年1月17日","0.479","0.479","0.479","0.479","0.42%"
"2020年1月16日","0.477","0.477","0.477","0.477","0.85%"
"2020年1月15日","0.473","0.473","0.473","0.473","-1.05%"
"2020年1月14日","0.478","0.478","0.478","0.478","0.21%"
"2020年1月13日","0.477","0.477","0.477","0.477","-1.65%"
"2020年1月10日","0.485","0.485","0.485","0.485","-0.82%"
"2020年1月9日","0.489","0.489","0.489","0.489","-1.01%"
"2020年1月8日","0.494","0.494","0.494","0.494","-3.70%"
"2020年1月7日","0.513","0.513","0.513","0.513","-0.39%"
"2020年1月6日","0.515","0.515","0.515","0.515","-0.19%"
"2020年1月3日","0.516","0.516","0.516","0.516","2.99%"
"2020年1月2日","0.501","0.501","0.501","0.501","0.40%"
"2020年1月1日","0.499","0.499","0.499","0.499","-0.40%"
"2019年12月31日","0.501","0.501","0.501","0.501","-0.99%"
"2019年12月30日","0.506","0.506","0.506","0.506","-0.20%"
"2019年12月27日","0.507","0.507","0.507","0.507","0.20%"
"2019年12月26日","0.506","0.506","0.506","0.506","0.60%"
"2019年12月25日","0.503","0.503","0.503","0.503","-0.20%"
"2019年12月24日","0.504","0.504","0.504","0.504","0.60%"
"2019年12月23日","0.501","0.501","0.501","0.501","0.60%"
"2019年12月20日","0.498","0.498","0.498","0.498","-0.99%"
"2019年12月19日","0.503","0.503","0.503","0.503","0.40%"
"2019年12月18日","0.501","0.501","0.501","0.501","0.20%"
"2019年12月17日","0.500","0.500","0.500","0.500","1.01%"
"2019年12月16日","0.495","0.495","0.495","0.495","0.61%"
"2019年12月13日","0.492","0.492","0.492","0.492","0.61%"
"2019年12月12日","0.489","0.489","0.489","0.489","0.62%"
"2019年12月11日","0.486","0.486","0.486","0.486","-0.82%"
"2019年12月10日","0.490","0.490","0.490","0.490","0.41%"
"2019年12月9日","0.488","0.488","0.488","0.488","0.00%"
"2019年12月6日","0.488","0.488","0.488","0.488","0.83%"
"2019年12月5日","0.484","0.484","0.484","0.484","0.21%"
"2019年12月4日","0.483","0.483","0.483","0.483","3.65%"
"2019年12月3日","0.466","0.466","0.466","0.466","0.65%"
"2019年12月2日","0.463","0.463","0.463","0.463","0.43%"
"2019年11月29日","0.461","0.461","0.461","0.461","-4.16%"
"2019年11月28日","0.481","0.481","0.481","0.481","-0.21%"
"2019年11月27日","0.482","0.482","0.482","0.482","-0.41%"
"2019年11月26日","0.484","0.484","0.484","0.484","0.83%"
"2019年11月25日","0.480","0.480","0.480","0.480","0.00%"
"2019年11月22日","0.480","0.480","0.480","0.480","-0.62%"
"2019年11月21日","0.483","0.483","0.483","0.483","2.33%"
"2019年11月20日","0.472","0.472","0.472","0.472","2.83%"
"2019年11月19日","0.459","0.459","0.459","0.459","-2.55%"
"2019年11月18日","0.471","0.471","0.471","0.471","-1.67%"
"2019年11月15日","0.479","0.479","0.479","0.479","1.48%"
"2019年11月14日","0.472","0.472","0.472","0.472","-0.42%"
"2019年11月13日","0.474","0.474","0.474","0.474","0.85%"
"2019年11月12日","0.470","0.470","0.470","0.470","0.00%"
"2019年11月11日","0.470","0.470","0.470","0.470","-0.84%"
"2019年11月8日","0.474","0.474","0.474","0.474","0.64%"
"2019年11月7日","0.471","0.471","0.471","0.471","0.64%"
"2019年11月6日","0.468","0.468","0.468","0.468","-1.47%"
"2019年11月5日","0.475","0.475","0.475","0.475","0.85%"
"2019年11月4日","0.471","0.471","0.471","0.471","1.07%"
"2019年11月1日","0.466","0.466","0.466","0.466","3.10%"
"2019年10月31日","0.452","0.452","0.452","0.452","-1.31%"
"2019年10月30日","0.458","0.458","0.458","0.458","-1.29%"
"2019年10月29日","0.464","0.464","0.464","0.464","-0.64%"
"2019年10月28日","0.467","0.467","0.467","0.467","-1.48%"
"2019年10月25日","0.474","0.474","0.474","0.474","0.85%"
"2019年10月24日","0.470","0.470","0.470","0.470","0.86%"
"2019年10月23日","0.466","0.466","0.466","0.466","2.64%"
"2019年10月22日","0.454","0.454","0.454","0.454","1.11%"
"2019年10月21日","0.449","0.449","0.449","0.449","-0.22%"
"2019年10月18日","0.450","0.450","0.450","0.450","-0.66%"
"2019年10月17日","0.453","0.453","0.453","0.453","1.12%"
"2019年10月16日","0.448","0.448","0.448","0.448","0.67%"
"2019年10月15日","0.445","0.445","0.445","0.445","-1.11%"
"2019年10月14日","0.450","0.450","0.450","0.450","-1.96%"
"2019年10月11日","0.459","0.459","0.459","0.459","2.00%"
"2019年10月10日","0.450","0.450","0.450","0.450","1.58%"
"2019年10月9日","0.443","0.443","0.443","0.443","0.68%"
"2019年10月8日","0.440","0.440","0.440","0.440","-5.58%"
"2019年10月7日","0.466","0.466","0.466","0.466","0.00%"
"2019年10月4日","0.466","0.466","0.466","0.466","0.00%"
"2019年10月3日","0.466","0.466","0.466","0.466","0.00%"
"2019年10月2日","0.466","0.466","0.466","0.466","0.00%"
"2019年10月1日","0.466","0.466","0.466","0.466","2.64%"
"2019年9月30日","0.454","0.454","0.454","0.454","-2.58%"
"2019年9月27日","0.466","0.466","0.466","0.466","-1.06%"
"2019年9月26日","0.471","0.471","0.471","0.471","0.00%"
"2019年9月25日","0.471","0.471","0.471","0.471","-0.63%"
"2019年9月24日","0.474","0.474","0.474","0.474","-2.47%"
"2019年9月23日","0.486","0.486","0.486","0.486","0.00%"
"2019年9月20日","0.486","0.486","0.486","0.486","0.00%"
"2019年9月19日","0.486","0.486","0.486","0.486","1.04%"
"2019年9月18日","0.481","0.481","0.481","0.481","-1.43%"
"2019年9月17日","0.488","0.488","0.488","0.488","-4.50%"
"2019年9月16日","0.511","0.511","0.511","0.511","8.72%"
"2019年9月13日","0.470","0.470","0.470","0.470","1.95%"
"2019年9月12日","0.461","0.461","0.461","0.461","-1.91%"
"2019年9月11日","0.470","0.470","0.470","0.470","-2.29%"
"2019年9月10日","0.481","0.481","0.481","0.481","-0.82%"
"2019年9月9日","0.485","0.485","0.485","0.485","2.54%"
"2019年9月6日","0.473","0.473","0.473","0.473","0.64%"
"2019年9月5日","0.470","0.470","0.470","0.470","-0.21%"
"2019年9月4日","0.471","0.471","0.471","0.471","4.20%"
"2019年9月3日","0.452","0.452","0.452","0.452","-1.74%"
"2019年9月2日","0.460","0.460","0.460","0.460","0.00%"
"2019年8月30日","0.460","0.460","0.460","0.460","-2.75%"
"2019年8月29日","0.473","0.473","0.473","0.473","1.28%"
"2019年8月28日","0.467","0.467","0.467","0.467","1.74%"
"2019年8月27日","0.459","0.459","0.459","0.459","2.23%"
"2019年8月26日","0.449","0.449","0.449","0.449","-0.22%"
"2019年8月23日","0.450","0.450","0.450","0.450","-2.39%"
"2019年8月22日","0.461","0.461","0.461","0.461","-0.86%"
"2019年8月21日","0.465","0.465","0.465","0.465","0.00%"
"2019年8月20日","0.465","0.465","0.465","0.465","0.00%"
"2019年8月19日","0.465","0.465","0.465","0.465","2.20%"
"2019年8月16日","0.455","0.455","0.455","0.455","0.44%"
"2019年8月15日","0.453","0.453","0.453","0.453","-1.09%"
"2019年8月14日","0.458","0.458","0.458","0.458","-3.58%"
"2019年8月13日","0.475","0.475","0.475","0.475","4.63%"
"2019年8月12日","0.454","0.454","0.454","0.454","0.89%"
"2019年8月9日","0.450","0.450","0.450","0.450","2.51%"
"2019年8月8日","0.439","0.439","0.439","0.439","0.92%"
"2019年8月7日","0.435","0.435","0.435","0.435","-2.47%"
"2019年8月6日","0.446","0.446","0.446","0.446","-1.11%"
"2019年8月5日","0.451","0.451","0.451","0.451","-0.88%"
"2019年8月2日","0.455","0.455","0.455","0.455","1.34%"
"2019年8月1日","0.449","0.449","0.449","0.449","-6.07%"
"2019年7月31日","0.478","0.478","0.478","0.478","-0.42%"
"2019年7月30日","0.480","0.480","0.480","0.480","2.13%"
"2019年7月29日","0.470","0.470","0.470","0.470","1.29%"
"2019年7月26日","0.464","0.464","0.464","0.464","0.65%"
"2019年7月25日","0.461","0.461","0.461","0.461","0.00%"
"2019年7月24日","0.461","0.461","0.461","0.461","-1.71%"
"2019年7月23日","0.469","0.469","0.469","0.469","1.08%"
"2019年7月22日","0.464","0.464","0.464","0.464","0.43%"
"2019年7月19日","0.462","0.462","0.462","0.462","0.65%"
"2019年7月18日","0.459","0.459","0.459","0.459","-1.71%"
"2019年7月17日","0.467","0.467","0.467","0.467","-2.10%"
"2019年7月16日","0.477","0.477","0.477","0.477","-1.85%"
"2019年7月15日","0.486","0.486","0.486","0.486","-1.62%"
"2019年7月12日","0.494","0.494","0.494","0.494","-0.20%"
"2019年7月11日","0.495","0.495","0.495","0.495","-0.20%"
"2019年7月10日","0.496","0.496","0.496","0.496","3.77%"
"2019年7月9日","0.478","0.478","0.478","0.478","0.84%"
"2019年7月8日","0.474","0.474","0.474","0.474","0.00%"
"2019年7月5日","0.474","0.474","0.474","0.474","1.50%"
"2019年7月4日","0.467","0.467","0.467","0.467","0.21%"
"2019年7月3日","0.466","0.466","0.466","0.466","0.87%"
"2019年7月2日","0.462","0.462","0.462","0.462","-4.94%"
"2019年7月1日","0.486","0.486","0.486","0.486","2.10%"
"2019年6月30日","0.476","0.476","0.476","0.476","0.00%"
"2019年6月28日","0.476","0.476","0.476","0.476","-2.26%"
"2019年6月27日","0.487","0.487","0.487","0.487","0.21%"
"2019年6月26日","0.486","0.486","0.486","0.486","2.53%"
"2019年6月25日","0.474","0.474","0.474","0.474","0.00%"
"2019年6月24日","0.474","0.474","0.474","0.474","0.21%"
"2019年6月21日","0.473","0.473","0.473","0.473","0.64%"
"2019年6月20日","0.470","0.470","0.470","0.470","4.21%"
"2019年6月19日","0.451","0.451","0.451","0.451","0.45%"
"2019年6月18日","0.449","0.449","0.449","0.449","3.70%"
"2019年6月17日","0.433","0.433","0.433","0.433","-1.37%"
"2019年6月14日","0.439","0.439","0.439","0.439","0.69%"
"2019年6月13日","0.436","0.436","0.436","0.436","2.11%"
"2019年6月12日","0.427","0.427","0.427","0.427","-4.04%"
"2019年6月11日","0.445","0.445","0.445","0.445","0.00%"
"2019年6月10日","0.445","0.445","0.445","0.445","3.01%"
"2019年6月7日","0.432","0.432","0.432","0.432","-2.48%"
"2019年6月6日","0.443","0.443","0.443","0.443","2.55%"
"2019年6月5日","0.432","0.432","0.432","0.432","-2.70%"
"2019年6月4日","0.444","0.444","0.444","0.444","1.14%"
"2019年6月3日","0.439","0.439","0.439","0.439","-1.13%"
"2019年5月31日","0.444","0.444","0.444","0.444","-5.13%"
"2019年5月30日","0.468","0.468","0.468","0.468","-3.90%"
"2019年5月29日","0.487","0.487","0.487","0.487","0.21%"
"2019年5月28日","0.486","0.486","0.486","0.486","0.21%"
"2019年5月27日","0.485","0.485","0.485","0.485","-0.21%"
"2019年5月24日","0.486","0.486","0.486","0.486","1.25%"
"2019年5月23日","0.480","0.480","0.480","0.480","-4.95%"
"2019年5月22日","0.505","0.505","0.505","0.505","-2.70%"
"2019年5月21日","0.519","0.519","0.519","0.519","-0.19%"
"2019年5月20日","0.520","0.520","0.520","0.520","0.78%"
"2019年5月17日","0.516","0.516","0.516","0.516","-0.39%"
"2019年5月16日","0.518","0.518","0.518","0.518","1.17%"
"2019年5月15日","0.512","0.512","0.512","0.512","1.39%"
"2019年5月14日","0.505","0.505","0.505","0.505","2.02%"
"2019年5月13日","0.495","0.495","0.495","0.495","-1.20%"
"2019年5月10日","0.501","0.501","0.501","0.501","0.60%"
"2019年5月9日","0.498","0.498","0.498","0.498","-0.40%"
"2019年5月8日","0.500","0.500","0.500","0.500","1.01%"
"2019年5月7日","0.495","0.495","0.495","0.495","-2.17%"
"2019年5月6日","0.506","0.506","0.506","0.506","-0.98%"
"2019年5月3日","0.511","0.511","0.511","0.511","0.00%"
"2019年5月2日","0.511","0.511","0.511","0.511","0.00%"
"2019年5月1日","0.511","0.511","0.511","0.511","-0.39%"
"2019年4月30日","0.513","0.513","0.513","0.513","0.39%"
"2019年4月29日","0.511","0.511","0.511","0.511","0.99%"
"2019年4月26日","0.506","0.506","0.506","0.506","-2.88%"
"2019年4月25日","0.521","0.521","0.521","0.521","-0.57%"
"2019年4月24日","0.524","0.524","0.524","0.524","-0.38%"
"2019年4月23日","0.526","0.526","0.526","0.526","0.77%"
"2019年4月22日","0.522","0.522","0.522","0.522","1.95%"
"2019年4月19日","0.512","0.512","0.512","0.512","0.20%"
"2019年4月18日","0.511","0.511","0.511","0.511","0.00%"
"2019年4月17日","0.511","0.511","0.511","0.511","-0.58%"
"2019年4月16日","0.514","0.514","0.514","0.514","0.78%"
"2019年4月15日","0.510","0.510","0.510","0.510","-0.39%"
"2019年4月12日","0.512","0.512","0.512","0.512","0.39%"
"2019年4月11日","0.510","0.510","0.510","0.510","-0.97%"
"2019年4月10日","0.515","0.515","0.515","0.515","0.78%"
"2019年4月9日","0.511","0.511","0.511","0.511","-0.58%"
"2019年4月8日","0.514","0.514","0.514","0.514","2.59%"
"2019年4月5日","0.501","0.501","0.501","0.501","0.60%"
"2019年4月4日","0.498","0.498","0.498","0.498","-0.60%"
"2019年4月3日","0.501","0.501","0.501","0.501","-0.20%"
"2019年4月2日","0.502","0.502","0.502","0.502","1.41%"
"2019年4月1日","0.495","0.495","0.495","0.495","2.06%"
"2019年3月29日","0.485","0.485","0.485","0.485","1.25%"
